829,Sam Smith,Stay With Me,['Am' 'Am7' 'C' 'F' 'G' 'G#dim' 'Gsus']
830,Sam Smith,Stay With Me,['Am' 'C' 'F' 'G']
831,Sia,Chandelier,['Am' 'Em' 'F' 'G']
832,Ed Sheeran,Dont,['Cm' 'Dbsus2' 'Ebsus2' 'Fm']
833,Sia,Chandelier,['Am' 'C' 'Em' 'F' 'G']
834,George Ezra,Budapest,['C' 'D' 'G']
835,Coldplay,A Sky Full Of Stars,['Am' 'C' 'Em' 'F' 'G']
836,Ed Sheeran,One,['A' 'Bm' 'D' 'D/C#' 'Em' 'G']
837,Ed Sheeran,All Of The Stars,['Cadd9' 'D' 'Em' 'G']
838,Ed Sheeran,Thinking Out Loud,['Am' 'C' 'Dm' 'F' 'G']
839,Ed Sheeran,Thinking Out Loud,['A' 'A7' 'Bm' 'D' 'D/F#' 'Em' 'G']
840,Ed Sheeran,Thinking Out Loud,['Am' 'Am7' 'C' 'Dm' 'F' 'G']
841,Sam Smith,Im Not The Only One,['A' 'Bb' 'C' 'Dm' 'F']
842,Colbie Caillat,Try,['Am' 'C' 'F' 'G']
843,Sam Smith,Latch,['A7sus4' 'Cadd9' 'Em7' 'G']
844,Ed Sheeran,Photograph,['A' 'Bm' 'D' 'G']
845,Maroon 5,Maps,['A' 'B' 'C#m' 'F#m' 'G#']
846,Meghan Trainor,All About That Bass,['A' 'Bm' 'D' 'E']
847,Ed Sheeran,Im A Mess,['Am' 'C' 'Dm' 'F' 'G']
848,Ed Sheeran,Photograph,['Am' 'C' 'F' 'G']
849,Adam Levine,Lost Stars,['C' 'D' 'Dm' 'Em' 'Fmaj7' 'G']
850,Adam Levine,Lost Stars,['C' 'D' 'Dm' 'Em' 'F' 'Fmaj7' 'G' 'Gsus4']
851,Alex & Sierra,Little Do You Know,['Am' 'C' 'Dm' 'F' 'G' 'Gsus']
852,Sam Smith,Im Not The Only One,['Am' 'C' 'E' 'F7' 'G']
853,Taylor Swift,Shake It Off,['Am' 'C' 'G']
854,Hozier,Take Me To Church,['Am' 'B7' 'C' 'Cm' 'D' 'Em' 'G']
855,Yeng Constantino,Ikaw,['Am' 'Bb' 'C' 'C#' 'Cm' 'Dm' 'F' 'Fm' 'G#' 'Gm']
856,Maroon 5,Sugar,['Bbm7' 'Bm7' 'D' 'Db' 'Ebm7' 'Em11' 'F#' 'G']
857,Maroon 5,Sugar,['Am' 'C' 'D' 'Dm' 'F' 'G' 'Gm']
858,Housefires,Good Good Father,['Am7' 'C' 'D' 'Em' 'G' 'Gsus4']
859,WALK THE MOON,Shut Up And Dance,['C' 'D' 'Em' 'G']
860,Taylor Swift,Blank Space,['A' 'A7sus4' 'Bm' 'D' 'Em' 'G']
861,Taylor Swift,Blank Space,['Am' 'C' 'Dm' 'F' 'G']
862,Taylor Swift,Wildest Dreams,['Am' 'C' 'D' 'Em' 'G']
863,One Direction,Night Changes,['A' 'Bm' 'C' 'C#m' 'D' 'E' 'Em' 'F#m' 'G']
864,James Bay,Let It Go,['Am' 'C' 'D' 'Em' 'Em/C#' 'Em7' 'G']
865,Mark Ronson,Uptown Funk,['Am' 'C' 'D' 'Dm' 'F' 'G']
866,James Bay,Hold Back The River,['Bb' 'C' 'Dm7' 'F' 'Gm']
867,Labrinth,Jealous,"['Ab' 'Abmaj7' 'Am' 'Bb' 'C' 'C7' 'Cdim7' 'Cm' 'Dm' 'Eb' 'Ebmaj7' 'F' 'F7'
 'Fm' 'G' 'G7']"
868,Ellie Goulding,Love Me Like You Do,['Am' 'Bm7' 'C' 'Cadd9' 'D' 'Dsus4' 'Em' 'Em7' 'G']
869,Rihanna,Four Five Seconds,['A' 'Asus4' 'Bm' 'D' 'Em' 'F#m' 'G']
870,Rihanna,Four Five Seconds,['Am' 'C' 'Dm' 'Em' 'F' 'G' 'Gsus4']
871,Ruth B,Lost Boy,['Am' 'C' 'D' 'Em' 'G']
872,Meghan Trainor,Like Im Gonna Lose You,['Am' 'C' 'Dm' 'Em' 'F' 'G']
873,Wiz Khalifa,See You Again,['C' 'D' 'Em' 'G']
874,Shawn Mendes,Stitches,['Am' 'C' 'F' 'G']
875,Shawn Mendes,Stitches,['Am' 'C' 'F' 'G']
876,Rachel Platten,Fight Song,['Cadd9' 'D' 'Em' 'Em7' 'G']
877,Wiz Khalifa,See You Again,['C' 'Cadd9' 'D' 'Em' 'Em7' 'G']
878,Shawn Mendes,Imagination,['Am' 'C' 'F' 'Fm' 'G']
879,Charlie Puth,Marvin Gaye,['A' 'B' 'C#m' 'E' 'F#' 'F#m' 'G#']
880,Jessie J,Flashlight,['Am' 'C' 'F' 'G']
881,twenty one pilots,Stressed Out,['Am' 'C' 'Dm' 'E' 'Em' 'F' 'G']
882,Chris Stapleton,Tennessee Whiskey,['A' 'Bm' 'D' 'E']
883,Lukas Graham,7 Years,['Bm' 'C' 'Cmaj7' 'D' 'Em' 'G']
884,Charlie Puth,One Call Away,['Am' 'Am7' 'C' 'Dm' 'E7' 'F' 'G']
885,Justin Bieber,What Do You Mean,['Cadd9' 'D' 'Em' 'G']
886,Drake,Hotline Bling,['Am' 'C' 'Em']
887,Gnash,I Hate U I Love U,['C#m' 'D' 'E' 'F#m']
888,Demi Lovato,Stone Cold,['Am' 'Am7b5' 'C' 'Cm' 'D' 'Em' 'G' 'G7']
889,Justin Bieber,Sorry,['Am' 'Dm' 'F' 'G']
890,Adele,Hello,['Bm' 'C' 'D' 'Em' 'G']
891,Adele,Hello,['Bm' 'C' 'D' 'Em' 'G']
892,One Direction,History,['A7' 'Bb' 'C' 'C7' 'Cm7' 'Dm' 'F' 'Gm']
893,Little Mix,Secret Love Song,['A' 'A/G#' 'D' 'E' 'E5' 'F#m']
894,Justin Bieber,Love Yourself,['Am' 'C' 'Dm' 'F' 'G']
895,Adele,When We Were Young,['Am' 'C' 'Dm' 'Em' 'F' 'Fm' 'G' 'G/Ab']
896,Adele,All I Ask,"['A#7' 'A#m7' 'A7' 'A7/C#' 'Am' 'C' 'C#' 'C/A#' 'D#m' 'Dm' 'Dm7' 'E'
 'E/G#' 'Em' 'F' 'F#/G#' 'G' 'G#7' 'G#7sus4' 'G7']"
897,Adele,All I Ask,"['A' 'B' 'B/D#' 'B7' 'C#7' 'C#m' 'C7' 'C7sus4' 'D/F#' 'D7' 'Dm7' 'E'
 'E/G#' 'F' 'F#m' 'F#m7' 'G#' 'G#/D#' 'G#m' 'Gm']"
898,Coldplay,Hymn For The Weekend,['Am' 'Dm' 'F' 'G']
899,Alan Walker,Faded,['Am' 'C' 'F' 'G']
900,Sia,Cheap Thrills,['C' 'D' 'Em' 'G']
901,Charlie Puth,We Dont Talk Anymore,['Am' 'Em' 'F' 'G']
902,The Chainsmokers,Dont Let Me Down,['A' 'D' 'E' 'F#m']
903,Calum Scott,Dancing On My Own,['Am' 'C' 'F' 'G']
904,Shawn Mendes,Treat You Better,['Am' 'C' 'F' 'G']
905,Virgoun,Surat Cinta Untuk Starla,['A' 'Am' 'Bm' 'C' 'D' 'E' 'Em' 'F#' 'F#m' 'G' 'G7']
906,twenty one pilots,Heathens,['A5' 'Am' 'B' 'B5' 'C' 'C5' 'E' 'E5' 'Em']
907,DJ Snake,Let Me Love You,['Am' 'C' 'Dm' 'Em' 'F' 'G']
908,Coldplay,Fix You,['Am7' 'C' 'Em' 'F' 'G']
909,The Chainsmokers,Closer,['Cadd9' 'D' 'Em7']
910,The Chainsmokers,Closer,['C' 'D' 'Em']
911,Shawn Mendes,Mercy,['A' 'Bm' 'Bm7' 'D' 'Em' 'G']
912,James Arthur,Say You Wont Let Go,['C' 'Dsus4' 'Em' 'G']
913,James Arthur,Say You Wont Let Go,['C' 'D' 'Em' 'G']
914,Niall Horan,This Town,['Am7' 'C' 'Cmaj7' 'D' 'D/F#' 'Em' 'G']
915,Lady Gaga,Million Reasons,['Am' 'C' 'F' 'Fsus2' 'G']
916,Bruno Mars,Versace On The Floor,"['A' 'A#m' 'Am' 'Bb6' 'C' 'C#' 'D' 'D#m' 'Dm' 'Em' 'F' 'F#' 'Fm' 'G' 'G#'
 'G#m' 'Gm7']"
917,Bruno Mars,Versace On The Floor,"['A' 'A6' 'Aadd9' 'Ab' 'Am' 'Am7' 'Asus4' 'B' 'Bb' 'Bm' 'Bm7' 'Cm' 'D'
 'Db' 'E' 'Eb' 'Em' 'Em7' 'F#m' 'F#m7' 'Fm' 'G' 'Gm' 'Gmaj7']"
918,Alessia Cara,How Far Ill Go,['A#m' 'Am' 'C' 'C#' 'C#maj7' 'Cmaj7' 'Dm7' 'F' 'F#' 'F#m' 'Fm' 'G' 'G#']
919,Ed Sheeran,Shape Of You,['A' 'B' 'C#m' 'F#m']
920,Ed Sheeran,Castle On The Hill,['A' 'A7sus4' 'Bm' 'D' 'D/F#' 'G']
921,Ed Sheeran,Shape Of You,['A' 'Bm' 'Em' 'G']
922,Luis Fonsi,Despacito,['A' 'Bm' 'D' 'G']
923,Julia Michaels,Issues,['C' 'D' 'Em' 'G']
924,Imagine Dragons,Believer,['Am' 'E' 'E/G#' 'F' 'G']
925,The Chainsmokers,Something Just Like This,['A' 'Bm' 'Bsus4' 'D' 'D/F#' 'Dmaj7' 'G']
926,Ed Sheeran,Happier,['Am7' 'C' 'F']
927,Ed Sheeran,Perfect,['C' 'D' 'D/F#' 'Dadd4' 'Em' 'G']
928,Ed Sheeran,Galway Girl,['Am7' 'C' 'Cadd9' 'D' 'Em' 'G']
929,Ed Sheeran,Supermarket Flowers,['Am' 'C' 'Dm' 'Dm7' 'Em' 'F' 'Fadd9' 'G']
930,Ed Sheeran,Dive,['Am' 'C' 'Em' 'F' 'G']
931,Harry Styles,Sign Of The Times,['Am' 'Bb' 'C' 'C7' 'Dm' 'F' 'G' 'G7']
932,Shawn Mendes,Theres Nothing Holdin Me Back,['A' 'Bm' 'D' 'G']
933,Charlie Puth,Attention,['A#' 'Am' 'C' 'Dm']
934,Luis Fonsi,Despacito,['C' 'D' 'Em' 'G']
935,Camila Cabello,Havana,['B7' 'C' 'Em']
936,Sam Smith,Too Good At Goodbyes,['Am' 'C' 'Dm' 'G']
